gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,average_score,Passed
male,Kelompok Sosial Ekonomi 3 (Menengah),high school,Subsidi Sekolah,Selesai Ikut Bimbel,58,51,52,53.666666666666664,0
male,Kelompok Sosial Ekonomi 1 (Rendah),some college,Bayar Sendiri,Selesai Ikut Bimbel,100,96,86,94.0,1
female,Kelompok Sosial Ekonomi 5 (Tinggi),bachelor's degree,Subsidi Sekolah,Tidak Ikut Bimbel,61,58,62,60.333333333333336,1
male,Kelompok Sosial Ekonomi 4,some college,Bayar Sendiri,Selesai Ikut Bimbel,100,97,99,98.66666666666667,1
male,Kelompok Sosial Ekonomi 2,associate's degree,Subsidi Sekolah,Selesai Ikut Bimbel,69,70,63,67.33333333333333,1
male,Kelompok Sosial Ekonomi 4,associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,61,48,46,51.666666666666664,0
male,Kelompok Sosial Ekonomi 4,some college,Subsidi Sekolah,Tidak Ikut Bimbel,49,57,46,50.666666666666664,0
female,Kelompok Sosial Ekonomi 3 (Menengah),some high school,Bayar Sendiri,Selesai Ikut Bimbel,44,51,55,50.0,0
male,Kelompok Sosial Ekonomi 4,some college,Bayar Sendiri,Tidak Ikut Bimbel,67,64,70,67.0,1
male,Kelompok Sosial Ekonomi 2,high school,Bayar Sendiri,Tidak Ikut Bimbel,79,60,65,68.0,1
female,Kelompok Sosial Ekonomi 2,bachelor's degree,Bayar Sendiri,Selesai Ikut Bimbel,66,74,81,73.66666666666667,1
female,Kelompok Sosial Ekonomi 3 (Menengah),high school,Bayar Sendiri,Tidak Ikut Bimbel,75,88,85,82.66666666666667,1
male,Kelompok Sosial Ekonomi 4,some high school,Bayar Sendiri,Tidak Ikut Bimbel,84,84,80,82.66666666666667,1
male,Kelompok Sosial Ekonomi 1 (Rendah),high school,Bayar Sendiri,Tidak Ikut Bimbel,71,74,64,69.66666666666667,1
female,Kelompok Sosial Ekonomi 2,high school,Subsidi Sekolah,Selesai Ikut Bimbel,67,80,81,76.0,1
female,Kelompok Sosial Ekonomi 4,some high school,Bayar Sendiri,Selesai Ikut Bimbel,80,92,88,86.66666666666667,1
male,Kelompok Sosial Ekonomi 5 (Tinggi),some college,Bayar Sendiri,Tidak Ikut Bimbel,86,76,74,78.66666666666667,1
female,Kelompok Sosial Ekonomi 4,associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,76,74,73,74.33333333333333,1
male,Kelompok Sosial Ekonomi 4,high school,Bayar Sendiri,Tidak Ikut Bimbel,41,52,51,48.0,0
female,Kelompok Sosial Ekonomi 4,associate's degree,Subsidi Sekolah,Selesai Ikut Bimbel,74,88,90,84.0,1
female,Kelompok Sosial Ekonomi 2,some high school,Subsidi Sekolah,Tidak Ikut Bimbel,72,81,79,77.33333333333333,1
female,Kelompok Sosial Ekonomi 5 (Tinggi),high school,Bayar Sendiri,Selesai Ikut Bimbel,74,79,80,77.66666666666667,1
male,Kelompok Sosial Ekonomi 2,high school,Bayar Sendiri,Tidak Ikut Bimbel,70,65,60,65.0,1
female,Kelompok Sosial Ekonomi 2,bachelor's degree,Bayar Sendiri,Selesai Ikut Bimbel,65,81,81,75.66666666666667,1
female,Kelompok Sosial Ekonomi 4,associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,59,70,65,64.66666666666667,1
female,Kelompok Sosial Ekonomi 5 (Tinggi),high school,Subsidi Sekolah,Tidak Ikut Bimbel,64,62,68,64.66666666666667,1
female,Kelompok Sosial Ekonomi 2,high school,Bayar Sendiri,Tidak Ikut Bimbel,50,53,55,52.666666666666664,0
female,Kelompok Sosial Ekonomi 4,some college,Bayar Sendiri,Selesai Ikut Bimbel,69,79,81,76.33333333333333,1
male,Kelompok Sosial Ekonomi 3 (Menengah),some high school,Subsidi Sekolah,Selesai Ikut Bimbel,51,56,53,53.333333333333336,0
female,Kelompok Sosial Ekonomi 1 (Rendah),high school,Bayar Sendiri,Selesai Ikut Bimbel,68,80,76,74.66666666666667,1
female,Kelompok Sosial Ekonomi 4,some college,Bayar Sendiri,Selesai Ikut Bimbel,85,86,98,89.66666666666667,1
female,Kelompok Sosial Ekonomi 1 (Rendah),associate's degree,Bayar Sendiri,Selesai Ikut Bimbel,65,70,74,69.66666666666667,1
female,Kelompok Sosial Ekonomi 2,some high school,Bayar Sendiri,Tidak Ikut Bimbel,73,79,79,77.0,1
female,Kelompok Sosial Ekonomi 2,some college,Bayar Sendiri,Tidak Ikut Bimbel,62,67,67,65.33333333333333,1
male,Kelompok Sosial Ekonomi 3 (Menengah),associate's degree,Subsidi Sekolah,Tidak Ikut Bimbel,77,67,64,69.33333333333333,1
male,Kelompok Sosial Ekonomi 4,some high school,Bayar Sendiri,Tidak Ikut Bimbel,69,66,61,65.33333333333333,1
female,Kelompok Sosial Ekonomi 4,associate's degree,Subsidi Sekolah,Tidak Ikut Bimbel,43,60,58,53.666666666666664,0
male,Kelompok Sosial Ekonomi 4,associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,90,87,85,87.33333333333333,1
male,Kelompok Sosial Ekonomi 3 (Menengah),some college,Subsidi Sekolah,Tidak Ikut Bimbel,74,77,73,74.66666666666667,1
male,Kelompok Sosial Ekonomi 3 (Menengah),some high school,Bayar Sendiri,Tidak Ikut Bimbel,73,66,63,67.33333333333333,1
female,Kelompok Sosial Ekonomi 4,some college,Subsidi Sekolah,Tidak Ikut Bimbel,55,71,69,65.0,1
female,Kelompok Sosial Ekonomi 3 (Menengah),high school,Bayar Sendiri,Tidak Ikut Bimbel,65,69,67,67.0,1
male,Kelompok Sosial Ekonomi 4,associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,80,63,63,68.66666666666667,1
female,Kelompok Sosial Ekonomi 3 (Menengah),some high school,Subsidi Sekolah,Selesai Ikut Bimbel,50,60,60,56.666666666666664,0
female,Kelompok Sosial Ekonomi 3 (Menengah),some college,Subsidi Sekolah,Selesai Ikut Bimbel,63,73,71,69.0,1
female,Kelompok Sosial Ekonomi 2,bachelor's degree,Subsidi Sekolah,Tidak Ikut Bimbel,77,85,87,83.0,1
male,Kelompok Sosial Ekonomi 3 (Menengah),some college,Bayar Sendiri,Tidak Ikut Bimbel,73,74,61,69.33333333333333,1
male,Kelompok Sosial Ekonomi 4,associate's degree,Bayar Sendiri,Selesai Ikut Bimbel,81,72,77,76.66666666666667,1
female,Kelompok Sosial Ekonomi 3 (Menengah),high school,Subsidi Sekolah,Tidak Ikut Bimbel,66,76,68,70.0,1
male,Kelompok Sosial Ekonomi 4,associate's degree,Subsidi Sekolah,Tidak Ikut Bimbel,52,57,50,53.0,0
female,Kelompok Sosial Ekonomi 3 (Menengah),some college,Bayar Sendiri,Tidak Ikut Bimbel,69,78,76,74.33333333333333,1
female,Kelompok Sosial Ekonomi 3 (Menengah),associate's degree,Bayar Sendiri,Selesai Ikut Bimbel,65,84,84,77.66666666666667,1
female,Kelompok Sosial Ekonomi 4,high school,Bayar Sendiri,Selesai Ikut Bimbel,69,77,78,74.66666666666667,1
female,Kelompok Sosial Ekonomi 2,some college,Bayar Sendiri,Selesai Ikut Bimbel,50,64,66,60.0,1
female,Kelompok Sosial Ekonomi 5 (Tinggi),some college,Bayar Sendiri,Selesai Ikut Bimbel,73,78,76,75.66666666666667,1
female,Kelompok Sosial Ekonomi 3 (Menengah),some high school,Bayar Sendiri,Selesai Ikut Bimbel,70,82,76,76.0,1
male,Kelompok Sosial Ekonomi 4,associate's degree,Subsidi Sekolah,Tidak Ikut Bimbel,81,75,78,78.0,1
male,Kelompok Sosial Ekonomi 4,some college,Subsidi Sekolah,Tidak Ikut Bimbel,63,61,60,61.333333333333336,1
female,Kelompok Sosial Ekonomi 4,high school,Bayar Sendiri,Tidak Ikut Bimbel,67,72,74,71.0,1
male,Kelompok Sosial Ekonomi 2,high school,Bayar Sendiri,Tidak Ikut Bimbel,60,68,60,62.666666666666664,1
male,Kelompok Sosial Ekonomi 2,high school,Bayar Sendiri,Tidak Ikut Bimbel,62,55,54,57.0,0
female,Kelompok Sosial Ekonomi 3 (Menengah),some high school,Subsidi Sekolah,Selesai Ikut Bimbel,29,40,44,37.666666666666664,0
male,Kelompok Sosial Ekonomi 2,some college,Bayar Sendiri,Selesai Ikut Bimbel,62,66,68,65.33333333333333,1
female,Kelompok Sosial Ekonomi 5 (Tinggi),master's degree,Bayar Sendiri,Selesai Ikut Bimbel,94,99,100,97.66666666666667,1
male,Kelompok Sosial Ekonomi 5 (Tinggi),some college,Bayar Sendiri,Selesai Ikut Bimbel,85,75,68,76.0,1
male,Kelompok Sosial Ekonomi 4,associate's degree,Subsidi Sekolah,Tidak Ikut Bimbel,77,78,73,76.0,1
male,Kelompok Sosial Ekonomi 1 (Rendah),high school,Subsidi Sekolah,Tidak Ikut Bimbel,53,58,44,51.666666666666664,0
male,Kelompok Sosial Ekonomi 5 (Tinggi),some college,Subsidi Sekolah,Tidak Ikut Bimbel,93,90,83,88.66666666666667,1
female,Kelompok Sosial Ekonomi 3 (Menengah),associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,49,53,53,51.666666666666664,0
female,Kelompok Sosial Ekonomi 5 (Tinggi),associate's degree,Subsidi Sekolah,Tidak Ikut Bimbel,73,76,78,75.66666666666667,1
female,Kelompok Sosial Ekonomi 3 (Menengah),bachelor's degree,Subsidi Sekolah,Selesai Ikut Bimbel,66,74,81,73.66666666666667,1
female,Kelompok Sosial Ekonomi 4,associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,77,77,73,75.66666666666667,1
female,Kelompok Sosial Ekonomi 3 (Menengah),some high school,Bayar Sendiri,Tidak Ikut Bimbel,49,63,56,56.0,0
female,Kelompok Sosial Ekonomi 4,some college,Subsidi Sekolah,Tidak Ikut Bimbel,79,89,86,84.66666666666667,1
female,Kelompok Sosial Ekonomi 3 (Menengah),associate's degree,Bayar Sendiri,Selesai Ikut Bimbel,75,82,90,82.33333333333333,1
female,Kelompok Sosial Ekonomi 1 (Rendah),bachelor's degree,Bayar Sendiri,Tidak Ikut Bimbel,59,72,70,67.0,1
female,Kelompok Sosial Ekonomi 4,associate's degree,Bayar Sendiri,Selesai Ikut Bimbel,57,78,79,71.33333333333333,1
male,Kelompok Sosial Ekonomi 3 (Menengah),high school,Subsidi Sekolah,Tidak Ikut Bimbel,66,66,59,63.666666666666664,1
female,Kelompok Sosial Ekonomi 5 (Tinggi),bachelor's degree,Bayar Sendiri,Selesai Ikut Bimbel,79,81,82,80.66666666666667,1
female,Kelompok Sosial Ekonomi 2,some high school,Bayar Sendiri,Tidak Ikut Bimbel,57,67,72,65.33333333333333,1
male,Kelompok Sosial Ekonomi 1 (Rendah),bachelor's degree,Bayar Sendiri,Selesai Ikut Bimbel,87,84,87,86.0,1
female,Kelompok Sosial Ekonomi 4,some college,Bayar Sendiri,Tidak Ikut Bimbel,63,64,67,64.66666666666667,1
female,Kelompok Sosial Ekonomi 2,some high school,Subsidi Sekolah,Selesai Ikut Bimbel,59,63,64,62.0,1
male,Kelompok Sosial Ekonomi 1 (Rendah),bachelor's degree,Subsidi Sekolah,Tidak Ikut Bimbel,62,72,65,66.33333333333333,1
male,Kelompok Sosial Ekonomi 4,high school,Bayar Sendiri,Tidak Ikut Bimbel,46,34,36,38.666666666666664,0
male,Kelompok Sosial Ekonomi 3 (Menengah),some college,Bayar Sendiri,Tidak Ikut Bimbel,66,59,52,59.0,0
male,Kelompok Sosial Ekonomi 4,high school,Bayar Sendiri,Tidak Ikut Bimbel,89,87,79,85.0,1
female,Kelompok Sosial Ekonomi 4,associate's degree,Subsidi Sekolah,Selesai Ikut Bimbel,42,61,58,53.666666666666664,0
male,Kelompok Sosial Ekonomi 3 (Menengah),some college,Bayar Sendiri,Selesai Ikut Bimbel,93,84,90,89.0,1
female,Kelompok Sosial Ekonomi 5 (Tinggi),some high school,Bayar Sendiri,Selesai Ikut Bimbel,80,85,85,83.33333333333333,1
female,Kelompok Sosial Ekonomi 4,some college,Bayar Sendiri,Tidak Ikut Bimbel,98,100,99,99.0,1
male,Kelompok Sosial Ekonomi 4,master's degree,Bayar Sendiri,Tidak Ikut Bimbel,81,81,84,82.0,1
female,Kelompok Sosial Ekonomi 2,some high school,Bayar Sendiri,Selesai Ikut Bimbel,60,70,74,68.0,1
female,Kelompok Sosial Ekonomi 2,associate's degree,Subsidi Sekolah,Selesai Ikut Bimbel,76,94,87,85.66666666666667,1
male,Kelompok Sosial Ekonomi 3 (Menengah),associate's degree,Bayar Sendiri,Selesai Ikut Bimbel,73,78,72,74.33333333333333,1
female,Kelompok Sosial Ekonomi 3 (Menengah),associate's degree,Bayar Sendiri,Selesai Ikut Bimbel,96,96,99,97.0,1
female,Kelompok Sosial Ekonomi 3 (Menengah),high school,Bayar Sendiri,Tidak Ikut Bimbel,76,76,74,75.33333333333333,1
male,Kelompok Sosial Ekonomi 5 (Tinggi),associate's degree,Subsidi Sekolah,Selesai Ikut Bimbel,91,73,80,81.33333333333333,1
female,Kelompok Sosial Ekonomi 3 (Menengah),some college,Subsidi Sekolah,Tidak Ikut Bimbel,62,72,70,68.0,1
male,Kelompok Sosial Ekonomi 4,some high school,Subsidi Sekolah,Selesai Ikut Bimbel,55,59,59,57.666666666666664,0
female,Kelompok Sosial Ekonomi 2,some high school,Subsidi Sekolah,Selesai Ikut Bimbel,74,90,88,84.0,1
male,Kelompok Sosial Ekonomi 3 (Menengah),high school,Bayar Sendiri,Tidak Ikut Bimbel,50,48,42,46.666666666666664,0
male,Kelompok Sosial Ekonomi 2,some college,Bayar Sendiri,Tidak Ikut Bimbel,47,43,41,43.666666666666664,0
male,Kelompok Sosial Ekonomi 5 (Tinggi),some college,Bayar Sendiri,Selesai Ikut Bimbel,81,74,71,75.33333333333333,1
female,Kelompok Sosial Ekonomi 5 (Tinggi),associate's degree,Bayar Sendiri,Selesai Ikut Bimbel,65,75,77,72.33333333333333,1
male,Kelompok Sosial Ekonomi 5 (Tinggi),some high school,Bayar Sendiri,Selesai Ikut Bimbel,68,51,57,58.666666666666664,0
female,Kelompok Sosial Ekonomi 4,high school,Subsidi Sekolah,Tidak Ikut Bimbel,73,92,84,83.0,1
male,Kelompok Sosial Ekonomi 3 (Menengah),some college,Bayar Sendiri,Tidak Ikut Bimbel,53,39,37,43.0,0
female,Kelompok Sosial Ekonomi 2,associate's degree,Subsidi Sekolah,Selesai Ikut Bimbel,68,77,80,75.0,1
male,Kelompok Sosial Ekonomi 1 (Rendah),some high school,Subsidi Sekolah,Tidak Ikut Bimbel,55,46,43,48.0,0
female,Kelompok Sosial Ekonomi 3 (Menengah),some college,Bayar Sendiri,Selesai Ikut Bimbel,87,89,94,90.0,1
male,Kelompok Sosial Ekonomi 4,some high school,Bayar Sendiri,Tidak Ikut Bimbel,55,47,44,48.666666666666664,0
female,Kelompok Sosial Ekonomi 5 (Tinggi),some college,Subsidi Sekolah,Tidak Ikut Bimbel,53,58,57,56.0,0
male,Kelompok Sosial Ekonomi 3 (Menengah),master's degree,Bayar Sendiri,Tidak Ikut Bimbel,67,57,59,61.0,1
male,Kelompok Sosial Ekonomi 3 (Menengah),associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,92,79,84,85.0,1
female,Kelompok Sosial Ekonomi 2,some college,Subsidi Sekolah,Selesai Ikut Bimbel,53,66,73,64.0,1
male,Kelompok Sosial Ekonomi 4,associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,81,71,73,75.0,1
male,Kelompok Sosial Ekonomi 3 (Menengah),high school,Subsidi Sekolah,Tidak Ikut Bimbel,61,60,55,58.666666666666664,0
male,Kelompok Sosial Ekonomi 4,bachelor's degree,Bayar Sendiri,Tidak Ikut Bimbel,80,73,72,75.0,1
female,Kelompok Sosial Ekonomi 1 (Rendah),associate's degree,Subsidi Sekolah,Tidak Ikut Bimbel,37,57,56,50.0,0
female,Kelompok Sosial Ekonomi 3 (Menengah),high school,Bayar Sendiri,Tidak Ikut Bimbel,81,84,82,82.33333333333333,1
female,Kelompok Sosial Ekonomi 3 (Menengah),associate's degree,Bayar Sendiri,Selesai Ikut Bimbel,59,73,72,68.0,1
male,Kelompok Sosial Ekonomi 2,some college,Subsidi Sekolah,Tidak Ikut Bimbel,55,55,47,52.333333333333336,0
male,Kelompok Sosial Ekonomi 4,associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,72,79,74,75.0,1
male,Kelompok Sosial Ekonomi 4,high school,Bayar Sendiri,Tidak Ikut Bimbel,69,75,71,71.66666666666667,1
male,Kelompok Sosial Ekonomi 3 (Menengah),some college,Bayar Sendiri,Tidak Ikut Bimbel,69,64,68,67.0,1
female,Kelompok Sosial Ekonomi 3 (Menengah),bachelor's degree,Subsidi Sekolah,Tidak Ikut Bimbel,50,60,59,56.333333333333336,0
male,Kelompok Sosial Ekonomi 2,some college,Bayar Sendiri,Selesai Ikut Bimbel,87,84,86,85.66666666666667,1
male,Kelompok Sosial Ekonomi 4,some high school,Bayar Sendiri,Selesai Ikut Bimbel,71,69,68,69.33333333333333,1
male,Kelompok Sosial Ekonomi 5 (Tinggi),some college,Bayar Sendiri,Tidak Ikut Bimbel,68,72,65,68.33333333333333,1
male,Kelompok Sosial Ekonomi 3 (Menengah),master's degree,Subsidi Sekolah,Selesai Ikut Bimbel,79,77,75,77.0,1
female,Kelompok Sosial Ekonomi 3 (Menengah),some high school,Bayar Sendiri,Selesai Ikut Bimbel,77,90,85,84.0,1
male,Kelompok Sosial Ekonomi 3 (Menengah),associate's degree,Subsidi Sekolah,Tidak Ikut Bimbel,58,55,53,55.333333333333336,0
female,Kelompok Sosial Ekonomi 5 (Tinggi),associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,84,95,92,90.33333333333333,1
male,Kelompok Sosial Ekonomi 4,some college,Bayar Sendiri,Tidak Ikut Bimbel,55,58,52,55.0,0
male,Kelompok Sosial Ekonomi 5 (Tinggi),bachelor's degree,Subsidi Sekolah,Selesai Ikut Bimbel,70,68,72,70.0,1
female,Kelompok Sosial Ekonomi 4,some college,Subsidi Sekolah,Selesai Ikut Bimbel,52,59,65,58.666666666666664,0
male,Kelompok Sosial Ekonomi 2,some college,Bayar Sendiri,Selesai Ikut Bimbel,69,77,77,74.33333333333333,1
female,Kelompok Sosial Ekonomi 3 (Menengah),high school,Subsidi Sekolah,Tidak Ikut Bimbel,53,72,64,63.0,1
female,Kelompok Sosial Ekonomi 4,some high school,Bayar Sendiri,Tidak Ikut Bimbel,48,58,54,53.333333333333336,0
male,Kelompok Sosial Ekonomi 4,some high school,Bayar Sendiri,Selesai Ikut Bimbel,78,81,86,81.66666666666667,1
female,Kelompok Sosial Ekonomi 2,high school,Bayar Sendiri,Tidak Ikut Bimbel,62,62,63,62.333333333333336,1
male,Kelompok Sosial Ekonomi 4,some college,Bayar Sendiri,Tidak Ikut Bimbel,60,63,59,60.666666666666664,1
female,Kelompok Sosial Ekonomi 2,high school,Bayar Sendiri,Tidak Ikut Bimbel,74,72,72,72.66666666666667,1
female,Kelompok Sosial Ekonomi 3 (Menengah),high school,Bayar Sendiri,Selesai Ikut Bimbel,58,75,77,70.0,1
male,Kelompok Sosial Ekonomi 2,high school,Bayar Sendiri,Selesai Ikut Bimbel,76,62,60,66.0,1
female,Kelompok Sosial Ekonomi 4,some high school,Bayar Sendiri,Tidak Ikut Bimbel,68,71,75,71.33333333333333,1
male,Kelompok Sosial Ekonomi 1 (Rendah),some college,Subsidi Sekolah,Tidak Ikut Bimbel,58,60,57,58.333333333333336,0
male,Kelompok Sosial Ekonomi 2,high school,Bayar Sendiri,Tidak Ikut Bimbel,52,48,49,49.666666666666664,0
male,Kelompok Sosial Ekonomi 4,bachelor's degree,Bayar Sendiri,Tidak Ikut Bimbel,75,73,74,74.0,1
female,Kelompok Sosial Ekonomi 2,some high school,Subsidi Sekolah,Selesai Ikut Bimbel,52,67,72,63.666666666666664,1
female,Kelompok Sosial Ekonomi 3 (Menengah),bachelor's degree,Subsidi Sekolah,Tidak Ikut Bimbel,62,78,79,73.0,1
male,Kelompok Sosial Ekonomi 2,some college,Bayar Sendiri,Tidak Ikut Bimbel,66,65,60,63.666666666666664,1
female,Kelompok Sosial Ekonomi 2,some high school,Subsidi Sekolah,Tidak Ikut Bimbel,49,58,55,54.0,0
female,Kelompok Sosial Ekonomi 2,high school,Bayar Sendiri,Tidak Ikut Bimbel,66,72,70,69.33333333333333,1
female,Kelompok Sosial Ekonomi 3 (Menengah),some college,Subsidi Sekolah,Tidak Ikut Bimbel,35,44,43,40.666666666666664,0
female,Kelompok Sosial Ekonomi 1 (Rendah),some college,Bayar Sendiri,Selesai Ikut Bimbel,72,79,82,77.66666666666667,1
male,Kelompok Sosial Ekonomi 5 (Tinggi),associate's degree,Bayar Sendiri,Selesai Ikut Bimbel,94,85,82,87.0,1
female,Kelompok Sosial Ekonomi 4,associate's degree,Subsidi Sekolah,Tidak Ikut Bimbel,46,56,57,53.0,0
female,Kelompok Sosial Ekonomi 2,master's degree,Bayar Sendiri,Tidak Ikut Bimbel,77,90,84,83.66666666666667,1
female,Kelompok Sosial Ekonomi 2,high school,Subsidi Sekolah,Selesai Ikut Bimbel,76,85,82,81.0,1
female,Kelompok Sosial Ekonomi 3 (Menengah),associate's degree,Bayar Sendiri,Selesai Ikut Bimbel,52,59,62,57.666666666666664,0
male,Kelompok Sosial Ekonomi 3 (Menengah),bachelor's degree,Bayar Sendiri,Selesai Ikut Bimbel,91,81,79,83.66666666666667,1
female,Kelompok Sosial Ekonomi 2,some high school,Bayar Sendiri,Selesai Ikut Bimbel,32,51,44,42.333333333333336,0
female,Kelompok Sosial Ekonomi 5 (Tinggi),some high school,Subsidi Sekolah,Tidak Ikut Bimbel,72,79,77,76.0,1
female,Kelompok Sosial Ekonomi 2,some college,Bayar Sendiri,Tidak Ikut Bimbel,19,38,32,29.666666666666668,0
male,Kelompok Sosial Ekonomi 3 (Menengah),associate's degree,Subsidi Sekolah,Tidak Ikut Bimbel,68,65,61,64.66666666666667,1
female,Kelompok Sosial Ekonomi 3 (Menengah),master's degree,Subsidi Sekolah,Tidak Ikut Bimbel,52,65,61,59.333333333333336,0
female,Kelompok Sosial Ekonomi 2,high school,Bayar Sendiri,Tidak Ikut Bimbel,48,62,60,56.666666666666664,0
female,Kelompok Sosial Ekonomi 4,some college,Subsidi Sekolah,Tidak Ikut Bimbel,60,66,70,65.33333333333333,1
male,Kelompok Sosial Ekonomi 4,high school,Subsidi Sekolah,Tidak Ikut Bimbel,66,74,69,69.66666666666667,1
male,Kelompok Sosial Ekonomi 5 (Tinggi),some high school,Bayar Sendiri,Selesai Ikut Bimbel,89,84,77,83.33333333333333,1
female,Kelompok Sosial Ekonomi 2,high school,Bayar Sendiri,Tidak Ikut Bimbel,42,52,51,48.333333333333336,0
female,Kelompok Sosial Ekonomi 5 (Tinggi),associate's degree,Subsidi Sekolah,Selesai Ikut Bimbel,57,68,73,66.0,1
male,Kelompok Sosial Ekonomi 4,high school,Bayar Sendiri,Tidak Ikut Bimbel,70,70,70,70.0,1
female,Kelompok Sosial Ekonomi 5 (Tinggi),associate's degree,Subsidi Sekolah,Tidak Ikut Bimbel,70,84,81,78.33333333333333,1
male,Kelompok Sosial Ekonomi 5 (Tinggi),some college,Bayar Sendiri,Tidak Ikut Bimbel,69,60,54,61.0,1
female,Kelompok Sosial Ekonomi 3 (Menengah),associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,52,55,57,54.666666666666664,0
male,Kelompok Sosial Ekonomi 3 (Menengah),some high school,Bayar Sendiri,Selesai Ikut Bimbel,67,73,68,69.33333333333333,1
male,Kelompok Sosial Ekonomi 3 (Menengah),some high school,Bayar Sendiri,Selesai Ikut Bimbel,76,80,73,76.33333333333333,1
female,Kelompok Sosial Ekonomi 5 (Tinggi),associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,87,94,95,92.0,1
female,Kelompok Sosial Ekonomi 2,some college,Bayar Sendiri,Tidak Ikut Bimbel,82,85,87,84.66666666666667,1
female,Kelompok Sosial Ekonomi 3 (Menengah),some college,Bayar Sendiri,Tidak Ikut Bimbel,73,76,78,75.66666666666667,1
male,Kelompok Sosial Ekonomi 1 (Rendah),some college,Subsidi Sekolah,Tidak Ikut Bimbel,75,81,74,76.66666666666667,1
female,Kelompok Sosial Ekonomi 4,some college,Subsidi Sekolah,Tidak Ikut Bimbel,64,74,75,71.0,1
female,Kelompok Sosial Ekonomi 5 (Tinggi),high school,Subsidi Sekolah,Tidak Ikut Bimbel,41,45,40,42.0,0
male,Kelompok Sosial Ekonomi 3 (Menengah),high school,Bayar Sendiri,Tidak Ikut Bimbel,90,75,69,78.0,1
male,Kelompok Sosial Ekonomi 2,bachelor's degree,Bayar Sendiri,Tidak Ikut Bimbel,59,54,51,54.666666666666664,0
male,Kelompok Sosial Ekonomi 1 (Rendah),some high school,Bayar Sendiri,Tidak Ikut Bimbel,51,31,36,39.333333333333336,0
male,Kelompok Sosial Ekonomi 1 (Rendah),high school,Subsidi Sekolah,Tidak Ikut Bimbel,45,47,49,47.0,0
female,Kelompok Sosial Ekonomi 3 (Menengah),master's degree,Bayar Sendiri,Selesai Ikut Bimbel,54,64,67,61.666666666666664,1
male,Kelompok Sosial Ekonomi 5 (Tinggi),some high school,Bayar Sendiri,Selesai Ikut Bimbel,87,84,76,82.33333333333333,1
female,Kelompok Sosial Ekonomi 3 (Menengah),high school,Bayar Sendiri,Tidak Ikut Bimbel,72,80,83,78.33333333333333,1
male,Kelompok Sosial Ekonomi 2,some high school,Bayar Sendiri,Selesai Ikut Bimbel,94,86,87,89.0,1
female,Kelompok Sosial Ekonomi 1 (Rendah),bachelor's degree,Bayar Sendiri,Tidak Ikut Bimbel,45,59,64,56.0,0
male,Kelompok Sosial Ekonomi 4,bachelor's degree,Subsidi Sekolah,Selesai Ikut Bimbel,61,70,76,69.0,1
female,Kelompok Sosial Ekonomi 2,high school,Subsidi Sekolah,Tidak Ikut Bimbel,60,72,68,66.66666666666667,1
female,Kelompok Sosial Ekonomi 3 (Menengah),some high school,Bayar Sendiri,Tidak Ikut Bimbel,77,91,88,85.33333333333333,1
female,Kelompok Sosial Ekonomi 1 (Rendah),some high school,Bayar Sendiri,Selesai Ikut Bimbel,85,90,92,89.0,1
female,Kelompok Sosial Ekonomi 4,bachelor's degree,Subsidi Sekolah,Tidak Ikut Bimbel,78,90,93,87.0,1
male,Kelompok Sosial Ekonomi 5 (Tinggi),some college,Subsidi Sekolah,Selesai Ikut Bimbel,49,52,51,50.666666666666664,0
female,Kelompok Sosial Ekonomi 2,high school,Subsidi Sekolah,Tidak Ikut Bimbel,71,87,82,80.0,1
female,Kelompok Sosial Ekonomi 3 (Menengah),some high school,Subsidi Sekolah,Tidak Ikut Bimbel,48,58,52,52.666666666666664,0
male,Kelompok Sosial Ekonomi 3 (Menengah),high school,Bayar Sendiri,Tidak Ikut Bimbel,62,67,58,62.333333333333336,1
female,Kelompok Sosial Ekonomi 3 (Menengah),associate's degree,Subsidi Sekolah,Selesai Ikut Bimbel,56,68,70,64.66666666666667,1
female,Kelompok Sosial Ekonomi 3 (Menengah),some high school,Bayar Sendiri,Tidak Ikut Bimbel,65,69,76,70.0,1
female,Kelompok Sosial Ekonomi 4,some high school,Subsidi Sekolah,Selesai Ikut Bimbel,69,86,81,78.66666666666667,1
male,Kelompok Sosial Ekonomi 2,some high school,Bayar Sendiri,Tidak Ikut Bimbel,68,54,53,58.333333333333336,0
female,Kelompok Sosial Ekonomi 1 (Rendah),some college,Subsidi Sekolah,Tidak Ikut Bimbel,61,60,57,59.333333333333336,0
female,Kelompok Sosial Ekonomi 3 (Menengah),bachelor's degree,Subsidi Sekolah,Selesai Ikut Bimbel,74,86,89,83.0,1
